# atom-map.tsv — what happened to atoms that left the corpus, one row each.
#
# sha1 <TAB> disposition <TAB> target <TAB> rationale
#
# Dispositions: MOVED · RENUMBERED · NORMALISED · MERGED · DOC
# There is deliberately no DELETED. See the header of diff-atoms.sh.
#
# The rationale field is written for a human reviewer, and it is a human reviewer who has
# to read it. Say what changed and why, in the plainest words available. A row that
# describes a change of MEANING as a change of wording is the failure this file exists to
# prevent, and no checker can catch it.
30010ef1b6aec2c227d27f2507dd894a5d8bb276	NORMALISED	dbfdac08dd169714285854edd8c95445f467c719	AD-7.5, the register carve-out. THE MEANING IS DELIBERATELY CHANGED, not merely reworded, and this row must not be read as cosmetic — NORMALISED is simply the only disposition the format has for a line that was rewritten in place. Before: the carve-out exempted the conversational and literary registers as such. After: it exempts a speaker INSIDE the text (dialogue, quotation, interviewee, character) and does not exempt the author writing about their own text in a conversational tone. Narrowed on the director's decision of 27.07.2026, after a probe with «скажу честно» showed the family falling through the old carve-out: that exact form was in no trigger list, its close relative «честно говоря» was among AD-7's, and the register carve-out exempted it — because the assistant register is a monologue written to sound like speech. The rule was there; the coverage was not. AD-10.4 now carries the canonical statement of the boundary; AD-7.5 keeps its own operational copy, because a rule read on its own must decide on its own.
1fe1665a1e817cb35ae327608ec1edfe4c86989e	NORMALISED	ec303f19ce53b8fabaa7c4268042d458099b8587	Ч — Clarity, the rule-source line. Scope extended, not reworded: AD-10 (declared sincerity) added as a PRIMARY signal at Medium, with the band it moves stated inline, and AD-11 added among the secondary ones for the case where a forced triple praises the author's own delivery. Nothing was removed; the five pre-existing addenda references are all still named.
9c18f65c284dda44bf64733fb986f00f4cbe9115	NORMALISED	2f6445aa082faf339cc99a3860d11765d56e2f20	Ч — Clarity, the 9–10 anchor. One clause appended: honesty is demonstrated rather than announced. Without it AD-10 would carry a severity that nothing in the rubric acts on — a rule declared Medium and scored as nothing.
63d0513e967d8bad6431d15061efb2e3feebf802	NORMALISED	04b64078c64a98dec8319cf00581830f58bdc566	С — Structure, the rule-source line. AD-14 added at High with its document-level charge stated, AD-11 and AD-16 added among the secondary signals. AD-1 and AD-6 keep their existing wording and weight.
348b9b03d941c7ef2a8620cd333fa3c9609ef503	NORMALISED	d520cf8c3ffc5c05f25d913f9ee7c2ddd2da9bb7	С — Structure, the 9–10 anchor. One clause appended: the piece is written rather than transcribed. The top band has to exclude the AD-14 shape, or a flawless transcript scores as flawless prose.
8cdc28432c64df8395c1d00704030af9a287a88f	NORMALISED	8fcf76ee42e33455839ebec5bac164a37960c798	С — Structure, the 5–6 anchor. One sentence appended placing an AD-14 document in this band at best, whatever the quality of the individual answers — which is the whole point of charging the shape.
68ea85849dcb487596b91d76c48d608d7102540f	NORMALISED	1d9cfe353b140dafa896a9f15fa2662790be8e70	Ц — Reader precision, the rule-source line. Extended from two sources to include AD-12 and AD-13 (Medium) and AD-15 (High, document-level). Before this the dimension named no addenda rule at all, so three rules whose whole subject is what the reader gets had nowhere to land.
1ace8f082141db032f7fcb40165421c503e77b2d	NORMALISED	798986cfeb554f6c823e319ef999e3bd03a2102f	Ц — Reader precision, the 9–10 anchor. One clause appended: sources named rather than gestured at, mechanisms named rather than replaced by placeholders — the two properties AD-13 and AD-12 are about.
8867312137bcd1b063030ef5f0d6a6c7532fa1ca	NORMALISED	8000f9886588df98a4cb68432cae9ee7c09d3483	Ц — Reader precision, the 3–4 anchor. One sentence appended putting an AD-15 document here: a text that answers the query and leaves the reader unable to act is the band's existing description, now named.
38e4534b7ef70e2058c5b6ac578ef56dcc00c2cc	NORMALISED	121f94321e8be23f853c2e91338348371275a89b	scoring.md, the header line that states what the rubric evaluates against. The UNIT changed, not just the number: «~1 044 independently formulated rules» was a hand-maintained count that nobody could reproduce and that had drifted, and it is replaced by the atom — the unit this repository's own no-loss gate counts. Reproduce with `tools/extract-atoms.sh skills/ru-text | wc -l` (2089 on this commit). «Over 2,000» is deliberately a floor rather than a figure: it stays true while the corpus grows and does not need re-stamping in eleven files every time a rule is added. Director's call, 28.07.2026.
